freq,imag(leafValue( i("PORT0:p" ?result "sweepVG_ac1-sweep") "VG_VAL" 0.2 )),imag(leafValue( i("PORT0:p" ?result "sweepVG_ac1-sweep") "VG_VAL" 0.4 )),imag(leafValue( i("PORT0:p" ?result "sweepVG_ac1-sweep") "VG_VAL" 0.6 )),imag(leafValue( i("PORT0:p" ?result "sweepVG_ac1-sweep") "VG_VAL" 0.8 ))
7.638E6,-1.506E-12,-1.577E-12,-1.913E-12,-2.003E-12
7.639E6,-1.506E-12,-1.577E-12,-1.913E-12,-2.003E-12
7.640E6,-1.506E-12,-1.578E-12,-1.913E-12,-2.003E-12
7.641E6,-1.506E-12,-1.578E-12,-1.914E-12,-2.004E-12
7.642E6,-1.507E-12,-1.578E-12,-1.914E-12,-2.004E-12
7.643E6,-1.507E-12,-1.578E-12,-1.914E-12,-2.004E-12
7.644E6,-1.507E-12,-1.578E-12,-1.914E-12,-2.004E-12
7.645E6,-1.507E-12,-1.579E-12,-1.915E-12,-2.005E-12
7.646E6,-1.507E-12,-1.579E-12,-1.915E-12,-2.005E-12
7.647E6,-1.508E-12,-1.579E-12,-1.915E-12,-2.005E-12
7.648E6,-1.508E-12,-1.579E-12,-1.915E-12,-2.005E-12
7.649E6,-1.508E-12,-1.579E-12,-1.916E-12,-2.006E-12
7.650E6,-1.508E-12,-1.580E-12,-1.916E-12,-2.006E-12
7.651E6,-1.508E-12,-1.580E-12,-1.916E-12,-2.006E-12
7.652E6,-1.509E-12,-1.580E-12,-1.916E-12,-2.007E-12
7.653E6,-1.509E-12,-1.580E-12,-1.917E-12,-2.007E-12
7.654E6,-1.509E-12,-1.580E-12,-1.917E-12,-2.007E-12
7.655E6,-1.509E-12,-1.581E-12,-1.917E-12,-2.007E-12
7.656E6,-1.509E-12,-1.581E-12,-1.917E-12,-2.008E-12
7.657E6,-1.509E-12,-1.581E-12,-1.918E-12,-2.008E-12
7.658E6,-1.510E-12,-1.581E-12,-1.918E-12,-2.008E-12
7.659E6,-1.510E-12,-1.582E-12,-1.918E-12,-2.008E-12
7.660E6,-1.510E-12,-1.582E-12,-1.918E-12,-2.009E-12
7.661E6,-1.510E-12,-1.582E-12,-1.919E-12,-2.009E-12
7.662E6,-1.510E-12,-1.582E-12,-1.919E-12,-2.009E-12
7.663E6,-1.511E-12,-1.582E-12,-1.919E-12,-2.009E-12
7.664E6,-1.511E-12,-1.583E-12,-1.919E-12,-2.010E-12
7.665E6,-1.511E-12,-1.583E-12,-1.920E-12,-2.010E-12
7.666E6,-1.511E-12,-1.583E-12,-1.920E-12,-2.010E-12
7.667E6,-1.511E-12,-1.583E-12,-1.920E-12,-2.010E-12
7.668E6,-1.512E-12,-1.583E-12,-1.920E-12,-2.011E-12
7.669E6,-1.512E-12,-1.584E-12,-1.921E-12,-2.011E-12
7.670E6,-1.512E-12,-1.584E-12,-1.921E-12,-2.011E-12
7.671E6,-1.512E-12,-1.584E-12,-1.921E-12,-2.011E-12
7.672E6,-1.512E-12,-1.584E-12,-1.921E-12,-2.012E-12
7.673E6,-1.513E-12,-1.584E-12,-1.922E-12,-2.012E-12
7.674E6,-1.513E-12,-1.585E-12,-1.922E-12,-2.012E-12
7.675E6,-1.513E-12,-1.585E-12,-1.922E-12,-2.013E-12
7.676E6,-1.513E-12,-1.585E-12,-1.922E-12,-2.013E-12
7.677E6,-1.513E-12,-1.585E-12,-1.923E-12,-2.013E-12
7.678E6,-1.514E-12,-1.585E-12,-1.923E-12,-2.013E-12
7.679E6,-1.514E-12,-1.586E-12,-1.923E-12,-2.014E-12
7.680E6,-1.514E-12,-1.586E-12,-1.923E-12,-2.014E-12
7.681E6,-1.514E-12,-1.586E-12,-1.924E-12,-2.014E-12
7.682E6,-1.514E-12,-1.586E-12,-1.924E-12,-2.014E-12
7.683E6,-1.515E-12,-1.586E-12,-1.924E-12,-2.015E-12
7.684E6,-1.515E-12,-1.587E-12,-1.924E-12,-2.015E-12
7.685E6,-1.515E-12,-1.587E-12,-1.925E-12,-2.015E-12
7.686E6,-1.515E-12,-1.587E-12,-1.925E-12,-2.015E-12
7.687E6,-1.515E-12,-1.587E-12,-1.925E-12,-2.016E-12
7.688E6,-1.516E-12,-1.588E-12,-1.925E-12,-2.016E-12
7.689E6,-1.516E-12,-1.588E-12,-1.926E-12,-2.016E-12
7.690E6,-1.516E-12,-1.588E-12,-1.926E-12,-2.016E-12
7.691E6,-1.516E-12,-1.588E-12,-1.926E-12,-2.017E-12
7.692E6,-1.516E-12,-1.588E-12,-1.926E-12,-2.017E-12
7.693E6,-1.517E-12,-1.589E-12,-1.927E-12,-2.017E-12
7.694E6,-1.517E-12,-1.589E-12,-1.927E-12,-2.018E-12
7.695E6,-1.517E-12,-1.589E-12,-1.927E-12,-2.018E-12
7.696E6,-1.517E-12,-1.589E-12,-1.927E-12,-2.018E-12
7.697E6,-1.517E-12,-1.589E-12,-1.928E-12,-2.018E-12
7.698E6,-1.518E-12,-1.590E-12,-1.928E-12,-2.019E-12
7.699E6,-1.518E-12,-1.590E-12,-1.928E-12,-2.019E-12
7.700E6,-1.518E-12,-1.590E-12,-1.928E-12,-2.019E-12
7.701E6,-1.518E-12,-1.590E-12,-1.929E-12,-2.019E-12
7.702E6,-1.518E-12,-1.590E-12,-1.929E-12,-2.020E-12
7.703E6,-1.519E-12,-1.591E-12,-1.929E-12,-2.020E-12
7.704E6,-1.519E-12,-1.591E-12,-1.929E-12,-2.020E-12
7.705E6,-1.519E-12,-1.591E-12,-1.930E-12,-2.020E-12
7.706E6,-1.519E-12,-1.591E-12,-1.930E-12,-2.021E-12
7.707E6,-1.519E-12,-1.591E-12,-1.930E-12,-2.021E-12
7.708E6,-1.520E-12,-1.592E-12,-1.930E-12,-2.021E-12
7.709E6,-1.520E-12,-1.592E-12,-1.931E-12,-2.021E-12
7.710E6,-1.520E-12,-1.592E-12,-1.931E-12,-2.022E-12
7.711E6,-1.520E-12,-1.592E-12,-1.931E-12,-2.022E-12
7.712E6,-1.520E-12,-1.592E-12,-1.931E-12,-2.022E-12
7.713E6,-1.521E-12,-1.593E-12,-1.932E-12,-2.022E-12
7.714E6,-1.521E-12,-1.593E-12,-1.932E-12,-2.023E-12
7.715E6,-1.521E-12,-1.593E-12,-1.932E-12,-2.023E-12
7.716E6,-1.521E-12,-1.593E-12,-1.932E-12,-2.023E-12
7.717E6,-1.521E-12,-1.593E-12,-1.933E-12,-2.024E-12
7.718E6,-1.522E-12,-1.594E-12,-1.933E-12,-2.024E-12
7.719E6,-1.522E-12,-1.594E-12,-1.933E-12,-2.024E-12
7.720E6,-1.522E-12,-1.594E-12,-1.933E-12,-2.024E-12
7.721E6,-1.522E-12,-1.594E-12,-1.934E-12,-2.025E-12
7.722E6,-1.522E-12,-1.595E-12,-1.934E-12,-2.025E-12
7.723E6,-1.523E-12,-1.595E-12,-1.934E-12,-2.025E-12
7.724E6,-1.523E-12,-1.595E-12,-1.934E-12,-2.025E-12
7.725E6,-1.523E-12,-1.595E-12,-1.935E-12,-2.026E-12
7.726E6,-1.523E-12,-1.595E-12,-1.935E-12,-2.026E-12
7.727E6,-1.523E-12,-1.596E-12,-1.935E-12,-2.026E-12
7.728E6,-1.523E-12,-1.596E-12,-1.935E-12,-2.026E-12
7.729E6,-1.524E-12,-1.596E-12,-1.936E-12,-2.027E-12
7.730E6,-1.524E-12,-1.596E-12,-1.936E-12,-2.027E-12
7.731E6,-1.524E-12,-1.596E-12,-1.936E-12,-2.027E-12
7.732E6,-1.524E-12,-1.597E-12,-1.936E-12,-2.027E-12
7.733E6,-1.524E-12,-1.597E-12,-1.937E-12,-2.028E-12
7.734E6,-1.525E-12,-1.597E-12,-1.937E-12,-2.028E-12
7.735E6,-1.525E-12,-1.597E-12,-1.937E-12,-2.028E-12
7.736E6,-1.525E-12,-1.597E-12,-1.937E-12,-2.029E-12
7.737E6,-1.525E-12,-1.598E-12,-1.938E-12,-2.029E-12
7.738E6,-1.525E-12,-1.598E-12,-1.938E-12,-2.029E-12
7.739E6,-1.526E-12,-1.598E-12,-1.938E-12,-2.029E-12
7.740E6,-1.526E-12,-1.598E-12,-1.938E-12,-2.030E-12
7.741E6,-1.526E-12,-1.598E-12,-1.939E-12,-2.030E-12
7.742E6,-1.526E-12,-1.599E-12,-1.939E-12,-2.030E-12
7.743E6,-1.526E-12,-1.599E-12,-1.939E-12,-2.030E-12
7.744E6,-1.527E-12,-1.599E-12,-1.939E-12,-2.031E-12
7.745E6,-1.527E-12,-1.599E-12,-1.940E-12,-2.031E-12
7.746E6,-1.527E-12,-1.599E-12,-1.940E-12,-2.031E-12
7.747E6,-1.527E-12,-1.600E-12,-1.940E-12,-2.031E-12
7.748E6,-1.527E-12,-1.600E-12,-1.940E-12,-2.032E-12
7.749E6,-1.528E-12,-1.600E-12,-1.941E-12,-2.032E-12
7.750E6,-1.528E-12,-1.600E-12,-1.941E-12,-2.032E-12
7.751E6,-1.528E-12,-1.601E-12,-1.941E-12,-2.032E-12
7.752E6,-1.528E-12,-1.601E-12,-1.941E-12,-2.033E-12
7.753E6,-1.528E-12,-1.601E-12,-1.942E-12,-2.033E-12
7.754E6,-1.529E-12,-1.601E-12,-1.942E-12,-2.033E-12
7.755E6,-1.529E-12,-1.601E-12,-1.942E-12,-2.034E-12
7.756E6,-1.529E-12,-1.602E-12,-1.942E-12,-2.034E-12
7.757E6,-1.529E-12,-1.602E-12,-1.943E-12,-2.034E-12
7.758E6,-1.529E-12,-1.602E-12,-1.943E-12,-2.034E-12
7.759E6,-1.530E-12,-1.602E-12,-1.943E-12,-2.035E-12
7.760E6,-1.530E-12,-1.602E-12,-1.943E-12,-2.035E-12
7.761E6,-1.530E-12,-1.603E-12,-1.944E-12,-2.035E-12
7.762E6,-1.530E-12,-1.603E-12,-1.944E-12,-2.035E-12
7.763E6,-1.530E-12,-1.603E-12,-1.944E-12,-2.036E-12
7.764E6,-1.531E-12,-1.603E-12,-1.944E-12,-2.036E-12
7.765E6,-1.531E-12,-1.603E-12,-1.945E-12,-2.036E-12
7.766E6,-1.531E-12,-1.604E-12,-1.945E-12,-2.036E-12
7.767E6,-1.531E-12,-1.604E-12,-1.945E-12,-2.037E-12
7.768E6,-1.531E-12,-1.604E-12,-1.945E-12,-2.037E-12
7.769E6,-1.532E-12,-1.604E-12,-1.946E-12,-2.037E-12
7.770E6,-1.532E-12,-1.604E-12,-1.946E-12,-2.037E-12
7.771E6,-1.532E-12,-1.605E-12,-1.946E-12,-2.038E-12
7.772E6,-1.532E-12,-1.605E-12,-1.946E-12,-2.038E-12
7.773E6,-1.532E-12,-1.605E-12,-1.947E-12,-2.038E-12
7.774E6,-1.533E-12,-1.605E-12,-1.947E-12,-2.038E-12
7.775E6,-1.533E-12,-1.605E-12,-1.947E-12,-2.039E-12
7.776E6,-1.533E-12,-1.606E-12,-1.947E-12,-2.039E-12
7.777E6,-1.533E-12,-1.606E-12,-1.948E-12,-2.039E-12
7.778E6,-1.533E-12,-1.606E-12,-1.948E-12,-2.040E-12
7.779E6,-1.534E-12,-1.606E-12,-1.948E-12,-2.040E-12
7.780E6,-1.534E-12,-1.607E-12,-1.948E-12,-2.040E-12
7.781E6,-1.534E-12,-1.607E-12,-1.949E-12,-2.040E-12
7.782E6,-1.534E-12,-1.607E-12,-1.949E-12,-2.041E-12
7.783E6,-1.534E-12,-1.607E-12,-1.949E-12,-2.041E-12
7.784E6,-1.535E-12,-1.607E-12,-1.949E-12,-2.041E-12
7.785E6,-1.535E-12,-1.608E-12,-1.950E-12,-2.041E-12
7.786E6,-1.535E-12,-1.608E-12,-1.950E-12,-2.042E-12
7.787E6,-1.535E-12,-1.608E-12,-1.950E-12,-2.042E-12
7.788E6,-1.535E-12,-1.608E-12,-1.950E-12,-2.042E-12
7.789E6,-1.536E-12,-1.608E-12,-1.951E-12,-2.042E-12
7.790E6,-1.536E-12,-1.609E-12,-1.951E-12,-2.043E-12
7.791E6,-1.536E-12,-1.609E-12,-1.951E-12,-2.043E-12
7.792E6,-1.536E-12,-1.609E-12,-1.951E-12,-2.043E-12
7.793E6,-1.536E-12,-1.609E-12,-1.952E-12,-2.043E-12
7.794E6,-1.536E-12,-1.609E-12,-1.952E-12,-2.044E-12
7.795E6,-1.537E-12,-1.610E-12,-1.952E-12,-2.044E-12
7.796E6,-1.537E-12,-1.610E-12,-1.952E-12,-2.044E-12
7.797E6,-1.537E-12,-1.610E-12,-1.953E-12,-2.045E-12
7.798E6,-1.537E-12,-1.610E-12,-1.953E-12,-2.045E-12
7.799E6,-1.537E-12,-1.610E-12,-1.953E-12,-2.045E-12
7.800E6,-1.538E-12,-1.611E-12,-1.953E-12,-2.045E-12
7.801E6,-1.538E-12,-1.611E-12,-1.954E-12,-2.046E-12
7.802E6,-1.538E-12,-1.611E-12,-1.954E-12,-2.046E-12
7.803E6,-1.538E-12,-1.611E-12,-1.954E-12,-2.046E-12
7.804E6,-1.538E-12,-1.611E-12,-1.954E-12,-2.046E-12
7.805E6,-1.539E-12,-1.612E-12,-1.955E-12,-2.047E-12
7.806E6,-1.539E-12,-1.612E-12,-1.955E-12,-2.047E-12
7.807E6,-1.539E-12,-1.612E-12,-1.955E-12,-2.047E-12
7.808E6,-1.539E-12,-1.612E-12,-1.955E-12,-2.047E-12
7.809E6,-1.539E-12,-1.612E-12,-1.956E-12,-2.048E-12
7.810E6,-1.540E-12,-1.613E-12,-1.956E-12,-2.048E-12
7.811E6,-1.540E-12,-1.613E-12,-1.956E-12,-2.048E-12
7.812E6,-1.540E-12,-1.613E-12,-1.956E-12,-2.048E-12
7.813E6,-1.540E-12,-1.613E-12,-1.957E-12,-2.049E-12
7.814E6,-1.540E-12,-1.614E-12,-1.957E-12,-2.049E-12
7.815E6,-1.541E-12,-1.614E-12,-1.957E-12,-2.049E-12
7.816E6,-1.541E-12,-1.614E-12,-1.957E-12,-2.050E-12
7.817E6,-1.541E-12,-1.614E-12,-1.958E-12,-2.050E-12
7.818E6,-1.541E-12,-1.614E-12,-1.958E-12,-2.050E-12
7.819E6,-1.541E-12,-1.615E-12,-1.958E-12,-2.050E-12
7.820E6,-1.542E-12,-1.615E-12,-1.958E-12,-2.051E-12
7.821E6,-1.542E-12,-1.615E-12,-1.959E-12,-2.051E-12
7.822E6,-1.542E-12,-1.615E-12,-1.959E-12,-2.051E-12
7.823E6,-1.542E-12,-1.615E-12,-1.959E-12,-2.051E-12
7.824E6,-1.542E-12,-1.616E-12,-1.959E-12,-2.052E-12
7.825E6,-1.543E-12,-1.616E-12,-1.960E-12,-2.052E-12
7.826E6,-1.543E-12,-1.616E-12,-1.960E-12,-2.052E-12
7.827E6,-1.543E-12,-1.616E-12,-1.960E-12,-2.052E-12
7.828E6,-1.543E-12,-1.616E-12,-1.960E-12,-2.053E-12
7.829E6,-1.543E-12,-1.617E-12,-1.961E-12,-2.053E-12
7.830E6,-1.544E-12,-1.617E-12,-1.961E-12,-2.053E-12
7.831E6,-1.544E-12,-1.617E-12,-1.961E-12,-2.053E-12
7.832E6,-1.544E-12,-1.617E-12,-1.961E-12,-2.054E-12
7.833E6,-1.544E-12,-1.617E-12,-1.962E-12,-2.054E-12
7.834E6,-1.544E-12,-1.618E-12,-1.962E-12,-2.054E-12
7.835E6,-1.545E-12,-1.618E-12,-1.962E-12,-2.054E-12
7.836E6,-1.545E-12,-1.618E-12,-1.962E-12,-2.055E-12
7.837E6,-1.545E-12,-1.618E-12,-1.963E-12,-2.055E-12
7.838E6,-1.545E-12,-1.618E-12,-1.963E-12,-2.055E-12
7.839E6,-1.545E-12,-1.619E-12,-1.963E-12,-2.056E-12
7.840E6,-1.546E-12,-1.619E-12,-1.963E-12,-2.056E-12
7.841E6,-1.546E-12,-1.619E-12,-1.964E-12,-2.056E-12
7.842E6,-1.546E-12,-1.619E-12,-1.964E-12,-2.056E-12
7.843E6,-1.546E-12,-1.620E-12,-1.964E-12,-2.057E-12
7.844E6,-1.546E-12,-1.620E-12,-1.964E-12,-2.057E-12
7.845E6,-1.547E-12,-1.620E-12,-1.965E-12,-2.057E-12
7.846E6,-1.547E-12,-1.620E-12,-1.965E-12,-2.057E-12
7.847E6,-1.547E-12,-1.620E-12,-1.965E-12,-2.058E-12
7.848E6,-1.547E-12,-1.621E-12,-1.965E-12,-2.058E-12
7.849E6,-1.547E-12,-1.621E-12,-1.966E-12,-2.058E-12
7.850E6,-1.548E-12,-1.621E-12,-1.966E-12,-2.058E-12
7.851E6,-1.548E-12,-1.621E-12,-1.966E-12,-2.059E-12
7.852E6,-1.548E-12,-1.621E-12,-1.966E-12,-2.059E-12
7.853E6,-1.548E-12,-1.622E-12,-1.967E-12,-2.059E-12
7.854E6,-1.548E-12,-1.622E-12,-1.967E-12,-2.059E-12
7.855E6,-1.549E-12,-1.622E-12,-1.967E-12,-2.060E-12
7.856E6,-1.549E-12,-1.622E-12,-1.967E-12,-2.060E-12
7.857E6,-1.549E-12,-1.622E-12,-1.968E-12,-2.060E-12
7.858E6,-1.549E-12,-1.623E-12,-1.968E-12,-2.061E-12
7.859E6,-1.549E-12,-1.623E-12,-1.968E-12,-2.061E-12
7.860E6,-1.550E-12,-1.623E-12,-1.968E-12,-2.061E-12
7.861E6,-1.550E-12,-1.623E-12,-1.969E-12,-2.061E-12
7.862E6,-1.550E-12,-1.623E-12,-1.969E-12,-2.062E-12
7.863E6,-1.550E-12,-1.624E-12,-1.969E-12,-2.062E-12
7.864E6,-1.550E-12,-1.624E-12,-1.969E-12,-2.062E-12
7.865E6,-1.550E-12,-1.624E-12,-1.970E-12,-2.062E-12
7.866E6,-1.551E-12,-1.624E-12,-1.970E-12,-2.063E-12
7.867E6,-1.551E-12,-1.624E-12,-1.970E-12,-2.063E-12
7.868E6,-1.551E-12,-1.625E-12,-1.970E-12,-2.063E-12
7.869E6,-1.551E-12,-1.625E-12,-1.971E-12,-2.063E-12
7.870E6,-1.551E-12,-1.625E-12,-1.971E-12,-2.064E-12
7.871E6,-1.552E-12,-1.625E-12,-1.971E-12,-2.064E-12
7.872E6,-1.552E-12,-1.626E-12,-1.971E-12,-2.064E-12
7.873E6,-1.552E-12,-1.626E-12,-1.972E-12,-2.064E-12
7.874E6,-1.552E-12,-1.626E-12,-1.972E-12,-2.065E-12
7.875E6,-1.552E-12,-1.626E-12,-1.972E-12,-2.065E-12
7.876E6,-1.553E-12,-1.626E-12,-1.972E-12,-2.065E-12
7.877E6,-1.553E-12,-1.627E-12,-1.973E-12,-2.066E-12
7.878E6,-1.553E-12,-1.627E-12,-1.973E-12,-2.066E-12
7.879E6,-1.553E-12,-1.627E-12,-1.973E-12,-2.066E-12
7.880E6,-1.553E-12,-1.627E-12,-1.973E-12,-2.066E-12
7.881E6,-1.554E-12,-1.627E-12,-1.974E-12,-2.067E-12
7.882E6,-1.554E-12,-1.628E-12,-1.974E-12,-2.067E-12
7.883E6,-1.554E-12,-1.628E-12,-1.974E-12,-2.067E-12
7.884E6,-1.554E-12,-1.628E-12,-1.974E-12,-2.067E-12
7.885E6,-1.554E-12,-1.628E-12,-1.975E-12,-2.068E-12
7.886E6,-1.555E-12,-1.628E-12,-1.975E-12,-2.068E-12
7.887E6,-1.555E-12,-1.629E-12,-1.975E-12,-2.068E-12
7.888E6,-1.555E-12,-1.629E-12,-1.975E-12,-2.068E-12
7.889E6,-1.555E-12,-1.629E-12,-1.976E-12,-2.069E-12
7.890E6,-1.555E-12,-1.629E-12,-1.976E-12,-2.069E-12
7.891E6,-1.556E-12,-1.629E-12,-1.976E-12,-2.069E-12
7.892E6,-1.556E-12,-1.630E-12,-1.976E-12,-2.069E-12
7.893E6,-1.556E-12,-1.630E-12,-1.977E-12,-2.070E-12
7.894E6,-1.556E-12,-1.630E-12,-1.977E-12,-2.070E-12
7.895E6,-1.556E-12,-1.630E-12,-1.977E-12,-2.070E-12
7.896E6,-1.557E-12,-1.630E-12,-1.977E-12,-2.070E-12
7.897E6,-1.557E-12,-1.631E-12,-1.978E-12,-2.071E-12
7.898E6,-1.557E-12,-1.631E-12,-1.978E-12,-2.071E-12
7.899E6,-1.557E-12,-1.631E-12,-1.978E-12,-2.071E-12
7.900E6,-1.557E-12,-1.631E-12,-1.978E-12,-2.072E-12
7.901E6,-1.558E-12,-1.631E-12,-1.979E-12,-2.072E-12
7.902E6,-1.558E-12,-1.632E-12,-1.979E-12,-2.072E-12
7.903E6,-1.558E-12,-1.632E-12,-1.979E-12,-2.072E-12
7.904E6,-1.558E-12,-1.632E-12,-1.979E-12,-2.073E-12
7.905E6,-1.558E-12,-1.632E-12,-1.980E-12,-2.073E-12
7.906E6,-1.559E-12,-1.633E-12,-1.980E-12,-2.073E-12
7.907E6,-1.559E-12,-1.633E-12,-1.980E-12,-2.073E-12
7.908E6,-1.559E-12,-1.633E-12,-1.980E-12,-2.074E-12
7.909E6,-1.559E-12,-1.633E-12,-1.981E-12,-2.074E-12
7.910E6,-1.559E-12,-1.633E-12,-1.981E-12,-2.074E-12
7.911E6,-1.560E-12,-1.634E-12,-1.981E-12,-2.074E-12
7.912E6,-1.560E-12,-1.634E-12,-1.981E-12,-2.075E-12
7.913E6,-1.560E-12,-1.634E-12,-1.982E-12,-2.075E-12
7.914E6,-1.560E-12,-1.634E-12,-1.982E-12,-2.075E-12
7.915E6,-1.560E-12,-1.634E-12,-1.982E-12,-2.075E-12
7.916E6,-1.561E-12,-1.635E-12,-1.982E-12,-2.076E-12
7.917E6,-1.561E-12,-1.635E-12,-1.983E-12,-2.076E-12
7.918E6,-1.561E-12,-1.635E-12,-1.983E-12,-2.076E-12
7.919E6,-1.561E-12,-1.635E-12,-1.983E-12,-2.077E-12
7.920E6,-1.561E-12,-1.635E-12,-1.983E-12,-2.077E-12
7.921E6,-1.562E-12,-1.636E-12,-1.984E-12,-2.077E-12
7.922E6,-1.562E-12,-1.636E-12,-1.984E-12,-2.077E-12
7.923E6,-1.562E-12,-1.636E-12,-1.984E-12,-2.078E-12
7.924E6,-1.562E-12,-1.636E-12,-1.984E-12,-2.078E-12
7.925E6,-1.562E-12,-1.636E-12,-1.985E-12,-2.078E-12
7.926E6,-1.563E-12,-1.637E-12,-1.985E-12,-2.078E-12
7.927E6,-1.563E-12,-1.637E-12,-1.985E-12,-2.079E-12
7.928E6,-1.563E-12,-1.637E-12,-1.985E-12,-2.079E-12
7.929E6,-1.563E-12,-1.637E-12,-1.986E-12,-2.079E-12
7.930E6,-1.563E-12,-1.637E-12,-1.986E-12,-2.079E-12
7.931E6,-1.564E-12,-1.638E-12,-1.986E-12,-2.080E-12
7.932E6,-1.564E-12,-1.638E-12,-1.986E-12,-2.080E-12
7.933E6,-1.564E-12,-1.638E-12,-1.987E-12,-2.080E-12
7.934E6,-1.564E-12,-1.638E-12,-1.987E-12,-2.080E-12
7.935E6,-1.564E-12,-1.639E-12,-1.987E-12,-2.081E-12
7.936E6,-1.564E-12,-1.639E-12,-1.987E-12,-2.081E-12
7.937E6,-1.565E-12,-1.639E-12,-1.988E-12,-2.081E-12
7.938E6,-1.565E-12,-1.639E-12,-1.988E-12,-2.081E-12
7.939E6,-1.565E-12,-1.639E-12,-1.988E-12,-2.082E-12
7.940E6,-1.565E-12,-1.640E-12,-1.988E-12,-2.082E-12
7.941E6,-1.565E-12,-1.640E-12,-1.989E-12,-2.082E-12
7.942E6,-1.566E-12,-1.640E-12,-1.989E-12,-2.083E-12
7.943E6,-1.566E-12,-1.640E-12,-1.989E-12,-2.083E-12
7.944E6,-1.566E-12,-1.640E-12,-1.989E-12,-2.083E-12
7.945E6,-1.566E-12,-1.641E-12,-1.990E-12,-2.083E-12
7.946E6,-1.566E-12,-1.641E-12,-1.990E-12,-2.084E-12
7.947E6,-1.567E-12,-1.641E-12,-1.990E-12,-2.084E-12
7.948E6,-1.567E-12,-1.641E-12,-1.990E-12,-2.084E-12
7.949E6,-1.567E-12,-1.641E-12,-1.991E-12,-2.084E-12
7.950E6,-1.567E-12,-1.642E-12,-1.991E-12,-2.085E-12
7.951E6,-1.567E-12,-1.642E-12,-1.991E-12,-2.085E-12
7.952E6,-1.568E-12,-1.642E-12,-1.991E-12,-2.085E-12
7.953E6,-1.568E-12,-1.642E-12,-1.992E-12,-2.085E-12
7.954E6,-1.568E-12,-1.642E-12,-1.992E-12,-2.086E-12
7.955E6,-1.568E-12,-1.643E-12,-1.992E-12,-2.086E-12
7.956E6,-1.568E-12,-1.643E-12,-1.992E-12,-2.086E-12
7.957E6,-1.569E-12,-1.643E-12,-1.993E-12,-2.086E-12
7.958E6,-1.569E-12,-1.643E-12,-1.993E-12,-2.087E-12
7.959E6,-1.569E-12,-1.643E-12,-1.993E-12,-2.087E-12
7.960E6,-1.569E-12,-1.644E-12,-1.993E-12,-2.087E-12
7.961E6,-1.569E-12,-1.644E-12,-1.994E-12,-2.088E-12
7.962E6,-1.570E-12,-1.644E-12,-1.994E-12,-2.088E-12
7.963E6,-1.570E-12,-1.644E-12,-1.994E-12,-2.088E-12
7.964E6,-1.570E-12,-1.644E-12,-1.994E-12,-2.088E-12
7.965E6,-1.570E-12,-1.645E-12,-1.995E-12,-2.089E-12
7.966E6,-1.570E-12,-1.645E-12,-1.995E-12,-2.089E-12
7.967E6,-1.571E-12,-1.645E-12,-1.995E-12,-2.089E-12
7.968E6,-1.571E-12,-1.645E-12,-1.995E-12,-2.089E-12
7.969E6,-1.571E-12,-1.646E-12,-1.996E-12,-2.090E-12
7.970E6,-1.571E-12,-1.646E-12,-1.996E-12,-2.090E-12
7.971E6,-1.571E-12,-1.646E-12,-1.996E-12,-2.090E-12
7.972E6,-1.572E-12,-1.646E-12,-1.996E-12,-2.090E-12
7.973E6,-1.572E-12,-1.646E-12,-1.997E-12,-2.091E-12
7.974E6,-1.572E-12,-1.647E-12,-1.997E-12,-2.091E-12
7.975E6,-1.572E-12,-1.647E-12,-1.997E-12,-2.091E-12
7.976E6,-1.572E-12,-1.647E-12,-1.997E-12,-2.091E-12
7.977E6,-1.573E-12,-1.647E-12,-1.998E-12,-2.092E-12
7.978E6,-1.573E-12,-1.647E-12,-1.998E-12,-2.092E-12
7.979E6,-1.573E-12,-1.648E-12,-1.998E-12,-2.092E-12
7.980E6,-1.573E-12,-1.648E-12,-1.998E-12,-2.093E-12
7.981E6,-1.573E-12,-1.648E-12,-1.999E-12,-2.093E-12
7.982E6,-1.574E-12,-1.648E-12,-1.999E-12,-2.093E-12
7.983E6,-1.574E-12,-1.648E-12,-1.999E-12,-2.093E-12
7.984E6,-1.574E-12,-1.649E-12,-1.999E-12,-2.094E-12
7.985E6,-1.574E-12,-1.649E-12,-2.000E-12,-2.094E-12
7.986E6,-1.574E-12,-1.649E-12,-2.000E-12,-2.094E-12
7.987E6,-1.575E-12,-1.649E-12,-2.000E-12,-2.094E-12
7.988E6,-1.575E-12,-1.649E-12,-2.000E-12,-2.095E-12
7.989E6,-1.575E-12,-1.650E-12,-2.001E-12,-2.095E-12
7.990E6,-1.575E-12,-1.650E-12,-2.001E-12,-2.095E-12
7.991E6,-1.575E-12,-1.650E-12,-2.001E-12,-2.095E-12
7.992E6,-1.576E-12,-1.650E-12,-2.001E-12,-2.096E-12
7.993E6,-1.576E-12,-1.650E-12,-2.002E-12,-2.096E-12
7.994E6,-1.576E-12,-1.651E-12,-2.002E-12,-2.096E-12
7.995E6,-1.576E-12,-1.651E-12,-2.002E-12,-2.096E-12
7.996E6,-1.576E-12,-1.651E-12,-2.002E-12,-2.097E-12
7.997E6,-1.577E-12,-1.651E-12,-2.003E-12,-2.097E-12
7.998E6,-1.577E-12,-1.652E-12,-2.003E-12,-2.097E-12
7.999E6,-1.577E-12,-1.652E-12,-2.003E-12,-2.097E-12
8.000E6,-1.577E-12,-1.652E-12,-2.003E-12,-2.098E-12
